ID;Reason for absence;Month of absence;Day of the week;Seasons;Transportation expense;Distance from Residence to Work;Service time;Age;Work load Average/day ;Hit target;Disciplinary failure;Education;Son;Social drinker;Social smoker;Pet;Weight;Height;Body mass index;Absenteeism time in hours;Data
542;28;11;4;4;291;31;12;40;268,519;93;0;1;1;1;0;1;73;171;25;2;04/11/2023
543;13;11;5;4;118;10;10;37;268,519;93;0;1;0;0;0;0;83;172;28;2;05/11/2023
544;14;11;5;4;225;26;9;28;268,519;93;0;1;1;0;0;2;69;169;24;3;05/11/2023
545;28;11;2;4;179;51;18;38;268,519;93;0;1;0;1;0;0;89;170;31;1;02/11/2023
546;23;11;2;4;118;10;10;37;268,519;93;0;1;0;0;0;0;83;172;28;8;02/11/2023
547;8;11;3;4;118;10;10;37;268,519;93;0;1;0;0;0;0;83;172;28;8;03/11/2023
548;23;11;3;4;225;26;9;28;268,519;93;0;1;1;0;0;2;69;169;24;2;03/11/2023
549;0;11;3;4;291;31;12;40;268,519;93;1;1;1;1;0;1;73;171;25;0;03/11/2023
550;0;11;4;4;289;36;13;33;268,519;93;1;1;2;1;0;1;90;172;30;0;04/11/2023
551;14;11;5;4;248;25;14;47;268,519;93;0;1;2;0;0;1;86;165;32;4;05/11/2023
552;0;11;5;4;235;20;13;43;268,519;93;1;1;1;1;0;0;106;167;38;0;05/11/2023
553;23;11;6;4;225;26;9;28;268,519;93;0;1;1;0;0;2;69;169;24;2;06/11/2023
554;26;11;6;4;369;17;12;31;268,519;93;0;1;3;1;0;0;70;169;25;8;06/11/2023
555;28;11;2;4;361;52;3;28;268,519;93;0;1;1;1;0;4;80;172;27;2;02/11/2023
556;13;12;3;4;179;51;18;38;280,549;98;0;1;0;1;0;0;89;170;31;32;03/12/2023
557;28;12;4;4;291;31;12;40;280,549;98;0;1;1;1;0;1;73;171;25;1;04/12/2023
558;23;12;4;4;225;26;9;28;280,549;98;0;1;1;0;0;2;69;169;24;3;04/12/2023
559;13;12;6;4;179;26;9;30;280,549;98;0;3;0;0;0;0;56;171;19;1;06/12/2023
560;23;12;6;4;225;26;9;28;280,549;98;0;1;1;0;0;2;69;169;24;3;06/12/2023
561;23;12;4;4;225;26;9;28;280,549;98;0;1;1;0;0;2;69;169;24;3;04/12/2023
562;14;12;5;4;361;52;3;28;280,549;98;0;1;1;1;0;4;80;172;27;4;05/12/2023
563;18;12;6;4;179;22;17;40;280,549;98;0;2;2;0;1;0;63;170;22;2;06/12/2023
564;26;12;6;4;235;20;13;43;280,549;98;0;1;1;1;0;0;106;167;38;8;06/12/2023
565;18;12;2;4;233;51;1;31;280,549;98;0;2;1;1;0;8;68;178;21;8;02/12/2023
566;13;12;3;4;179;26;9;30;280,549;98;0;3;0;0;0;0;56;171;19;16;03/12/2023
567;23;12;3;4;225;26;9;28;280,549;98;0;1;1;0;0;2;69;169;24;2;03/12/2023
568;23;12;5;4;225;26;9;28;280,549;98;0;1;1;0;0;2;69;169;24;3;05/12/2023
569;23;12;2;4;225;26;9;28;280,549;98;0;1;1;0;0;2;69;169;24;2;02/12/2023
570;18;12;3;2;155;12;14;34;280,549;98;0;1;2;1;0;0;95;196;25;80;03/12/2023
571;12;1;2;2;179;26;9;30;313,532;96;0;3;0;0;0;0;56;171;19;24;02/01/2023
572;12;1;5;2;179;26;9;30;313,532;96;0;3;0;0;0;0;56;171;19;16;05/01/2023
573;25;1;5;2;179;22;17;40;313,532;96;0;2;2;0;1;0;63;170;22;2;05/01/2023
574;25;1;6;2;179;22;17;40;313,532;96;0;2;2;0;1;0;63;170;22;2;06/01/2023
575;13;1;2;2;179;26;9;30;313,532;96;0;3;0;0;0;0;56;171;19;3;02/01/2023
576;25;1;4;2;179;22;17;40;313,532;96;0;2;2;0;1;0;63;170;22;2;04/01/2023
577;10;1;5;2;289;48;29;49;313,532;96;0;1;0;0;0;2;108;172;36;8;05/01/2023
578;18;1;6;2;179;22;17;40;313,532;96;0;2;2;0;1;0;63;170;22;3;06/01/2023
579;27;1;2;2;179;26;9;30;313,532;96;0;3;0;0;0;0;56;171;19;2;02/01/2023
580;18;1;3;2;155;12;14;34;313,532;96;0;1;2;1;0;0;95;196;25;8;03/01/2023
581;27;1;4;2;179;26;9;30;313,532;96;0;3;0;0;0;0;56;171;19;2;04/01/2023
582;27;1;4;2;179;51;18;38;313,532;96;0;1;0;1;0;0;89;170;31;3;04/01/2023
583;13;1;4;2;289;36;13;33;313,532;96;0;1;2;1;0;1;90;172;30;8;04/01/2023
584;27;1;5;2;179;51;18;38;313,532;96;0;1;0;1;0;0;89;170;31;3;05/01/2023
585;27;1;6;2;179;51;18;38;313,532;96;0;1;0;1;0;0;89;170;31;2;06/01/2023
586;13;2;3;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;8;03/02/2023
587;23;2;3;2;225;26;9;28;264,249;97;0;1;1;0;0;2;69;169;24;3;03/02/2023
588;1;2;4;2;248;25;14;47;264,249;97;0;1;2;0;0;1;86;165;32;8;04/02/2023
589;27;2;4;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;2;04/02/2023
590;28;2;5;2;225;26;9;28;264,249;97;0;1;1;0;0;2;69;169;24;3;05/02/2023
591;27;2;5;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;2;05/02/2023
592;27;2;5;2;179;26;9;30;264,249;97;0;3;0;0;0;0;56;171;19;2;05/02/2023
593;28;2;6;2;225;15;15;41;264,249;97;0;4;2;1;0;2;94;182;28;2;06/02/2023
594;27;2;6;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;2;06/02/2023
595;19;2;2;2;233;51;1;31;264,249;97;0;2;1;1;0;8;68;178;21;2;02/02/2023
596;27;2;2;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;2;02/02/2023
597;7;2;3;2;225;26;9;28;264,249;97;0;1;1;0;0;2;69;169;24;8;03/02/2023
598;27;2;4;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;3;04/02/2023
599;27;2;5;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;3;05/02/2023
600;25;2;5;2;225;26;9;28;264,249;97;0;1;1;0;0;2;69;169;24;3;05/02/2023
601;13;2;5;2;179;26;9;30;264,249;97;0;3;0;0;0;0;56;171;19;2;05/02/2023
602;23;2;6;2;179;22;17;40;264,249;97;0;2;2;0;1;0;63;170;22;2;06/02/2023
603;27;2;6;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;3;06/02/2023
604;12;2;4;2;233;51;1;31;264,249;97;0;2;1;1;0;8;68;178;21;3;04/02/2023
605;27;2;4;2;179;26;9;30;264,249;97;0;3;0;0;0;0;56;171;19;2;04/02/2023
606;27;2;4;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;2;04/02/2023
607;13;2;5;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;8;05/02/2023
608;27;2;6;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;2;06/02/2023
609;25;2;2;2;155;12;14;34;264,249;97;0;1;2;1;0;0;95;196;25;5;02/02/2023
610;25;2;2;2;235;16;8;32;264,249;97;0;3;0;0;0;0;75;178;25;3;02/02/2023
611;27;2;2;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;2;02/02/2023
612;7;2;2;2;225;26;9;28;264,249;97;0;1;1;0;0;2;69;169;24;2;02/02/2023
613;27;2;3;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;2;03/02/2023
614;23;2;3;2;248;25;14;47;264,249;97;0;1;2;0;0;1;86;165;32;2;03/02/2023
615;25;2;3;2;225;26;9;28;264,249;97;0;1;1;0;0;2;69;169;24;2;03/02/2023
616;27;2;4;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;2;04/02/2023
617;27;2;5;2;179;51;18;38;264,249;97;0;1;0;1;0;0;89;170;31;2;05/02/2023
618;25;2;6;2;235;16;8;32;264,249;97;0;3;0;0;0;0;75;178;25;2;06/02/2023
619;27;3;2;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;2;02/03/2023
620;23;3;2;2;248;25;14;47;222,196;99;0;1;2;0;0;1;86;165;32;2;02/03/2023
621;25;3;3;2;228;14;16;58;222,196;99;0;1;2;0;0;1;65;172;22;3;03/03/2023
622;25;3;3;2;248;25;14;47;222,196;99;0;1;2;0;0;1;86;165;32;3;03/03/2023
623;12;3;3;2;228;14;16;58;222,196;99;0;1;2;0;0;1;65;172;22;112;03/03/2023
624;27;3;4;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;2;04/03/2023
625;27;3;5;2;225;26;9;28;222,196;99;0;1;1;0;0;2;69;169;24;2;05/03/2023
626;27;3;5;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;3;05/03/2023
627;25;3;5;2;225;26;9;28;222,196;99;0;1;1;0;0;2;69;169;24;2;05/03/2023
628;27;3;6;2;179;26;9;30;222,196;99;0;3;0;0;0;0;56;171;19;3;06/03/2023
629;25;3;2;2;235;16;8;32;222,196;99;0;3;0;0;0;0;75;178;25;3;02/03/2023
630;19;3;2;2;361;52;3;28;222,196;99;0;1;1;1;0;4;80;172;27;8;02/03/2023
631;13;3;3;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;8;03/03/2023
632;27;3;4;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;2;04/03/2023
633;27;3;5;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;3;05/03/2023
634;27;3;6;2;179;26;9;30;222,196;99;0;3;0;0;0;0;56;171;19;2;06/03/2023
635;10;3;2;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;4;02/03/2023
636;13;3;2;2;248;25;14;47;222,196;99;0;1;2;0;0;1;86;165;32;2;02/03/2023
637;27;3;2;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;3;02/03/2023
638;7;3;2;2;225;26;9;28;222,196;99;0;1;1;0;0;2;69;169;24;8;02/03/2023
639;27;3;3;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;2;03/03/2023
640;23;3;4;2;289;36;13;33;222,196;99;0;1;2;1;0;1;90;172;30;8;04/03/2023
641;25;3;4;2;228;14;16;58;222,196;99;0;1;2;0;0;1;65;172;22;2;04/03/2023
642;27;3;4;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;2;04/03/2023
643;23;3;5;2;248;25;14;47;222,196;99;0;1;2;0;0;1;86;165;32;3;05/03/2023
644;27;3;5;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;3;05/03/2023
645;23;3;6;2;179;26;9;30;222,196;99;0;3;0;0;0;0;56;171;19;2;06/03/2023
646;27;3;6;2;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;3;06/03/2023
647;27;3;3;3;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;3;03/03/2023
648;23;3;4;3;118;15;24;46;222,196;99;0;1;2;1;1;0;75;175;25;8;04/03/2023
649;13;3;4;3;155;12;14;34;222,196;99;0;1;2;1;0;0;95;196;25;24;04/03/2023
650;27;3;4;3;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;3;04/03/2023
651;27;3;5;3;179;51;18;38;222,196;99;0;1;0;1;0;0;89;170;31;3;05/03/2023
652;13;3;2;3;179;26;9;30;222,196;99;0;3;0;0;0;0;56;171;19;2;02/03/2023
653;19;3;2;3;289;36;13;33;222,196;99;0;1;2;1;0;1;90;172;30;104;02/03/2023
654;22;3;4;3;369;17;12;31;222,196;99;0;1;3;1;0;0;70;169;25;8;04/03/2023
655;13;4;2;3;225;26;9;28;246,288;91;0;1;1;0;0;2;69;169;24;8;02/04/2023
656;10;4;2;3;118;10;10;37;246,288;91;0;1;0;0;0;0;83;172;28;8;02/04/2023
657;19;4;3;3;361;52;3;28;246,288;91;0;1;1;1;0;4;80;172;27;8;03/04/2023
658;19;4;4;3;248;25;14;47;246,288;91;0;1;2;0;0;1;86;165;32;8;04/04/2023
659;13;4;5;3;189;29;13;33;246,288;91;0;1;2;0;0;2;69;167;25;8;05/04/2023
660;27;4;6;3;179;26;9;30;246,288;91;0;3;0;0;0;0;56;171;19;2;06/04/2023
661;7;4;2;3;369;17;12;31;246,288;91;0;1;3;1;0;0;70;169;25;24;02/04/2023
662;16;4;3;3;179;22;17;40;246,288;91;0;2;2;0;1;0;63;170;22;2;03/04/2023
663;23;4;3;3;118;13;18;50;246,288;91;0;1;1;1;0;0;98;178;31;3;03/04/2023
664;23;4;3;3;361;52;3;28;246,288;91;0;1;1;1;0;4;80;172;27;2;03/04/2023
665;10;4;4;3;118;10;10;37;246,288;91;0;1;0;0;0;0;83;172;28;2;04/04/2023
666;22;4;6;3;235;11;14;37;246,288;91;0;3;1;0;0;1;88;172;29;8;06/04/2023
667;27;4;6;3;179;26;9;30;246,288;91;0;3;0;0;0;0;56;171;19;2;06/04/2023
668;19;4;2;3;225;26;9;28;246,288;91;0;1;1;0;0;2;69;169;24;8;02/04/2023
669;16;4;3;3;235;16;8;32;246,288;91;0;3;0;0;0;0;75;178;25;3;03/04/2023
670;27;4;6;3;179;26;9;30;246,288;91;0;3;0;0;0;0;56;171;19;2;06/04/2023
671;28;4;3;3;155;12;14;34;246,288;91;0;1;2;1;0;0;95;196;25;4;03/04/2023
672;19;4;5;3;225;26;9;28;246,288;91;0;1;1;0;0;2;69;169;24;8;05/04/2023
673;14;4;5;3;118;13;18;50;246,288;91;0;1;1;1;0;0;98;178;31;2;05/04/2023
674;27;4;6;3;179;26;9;30;246,288;91;0;3;0;0;0;0;56;171;19;2;06/04/2023
675;22;5;2;3;235;11;14;37;237,656;99;0;3;1;0;0;1;88;172;29;8;02/05/2023
676;19;5;4;3;225;15;15;41;237,656;99;0;4;2;1;0;2;94;182;28;3;04/05/2023
677;28;5;4;3;235;16;8;32;237,656;99;0;3;0;0;0;0;75;178;25;2;04/05/2023
678;8;5;4;3;118;10;10;37;237,656;99;0;1;0;0;0;0;83;172;28;3;04/05/2023
679;26;5;4;3;235;20;13;43;237,656;99;0;1;1;1;0;0;106;167;38;8;04/05/2023
680;13;5;5;3;179;26;9;30;237,656;99;0;3;0;0;0;0;56;171;19;1;05/05/2023
681;28;5;5;3;291;31;12;40;237,656;99;0;1;1;1;0;1;73;171;25;2;05/05/2023
682;14;5;5;3;225;15;15;41;237,656;99;0;4;2;1;0;2;94;182;28;8;05/05/2023
683;19;5;6;3;300;26;13;43;237,656;99;0;1;2;1;1;1;77;175;25;64;06/05/2023
684;22;5;6;3;225;15;15;41;237,656;99;0;4;2;1;0;2;94;182;28;8;06/05/2023
685;27;5;6;3;179;26;9;30;237,656;99;0;3;0;0;0;0;56;171;19;2;06/05/2023
686;23;5;2;3;118;13;18;50;237,656;99;0;1;1;1;0;0;98;178;31;2;02/05/2023
687;5;5;3;3;118;13;18;50;237,656;99;0;1;1;1;0;0;98;178;31;3;03/05/2023
688;28;5;3;3;118;10;10;37;237,656;99;0;1;0;0;0;0;83;172;28;1;03/05/2023
689;0;5;3;3;118;13;18;50;237,656;99;1;1;1;1;0;0;98;178;31;0;03/05/2023
690;27;5;4;3;179;26;9;30;237,656;99;0;3;0;0;0;0;56;171;19;2;04/05/2023
691;0;5;4;3;378;49;11;36;237,656;99;1;1;2;0;1;4;65;174;21;0;04/05/2023
692;16;5;6;3;179;22;17;40;237,656;99;0;2;2;0;1;0;63;170;22;1;06/05/2023
693;10;5;2;3;155;12;14;34;237,656;99;0;1;2;1;0;0;95;196;25;48;02/05/2023
694;10;5;2;3;235;16;8;32;237,656;99;0;3;0;0;0;0;75;178;25;8;02/05/2023
695;22;5;4;3;291;31;12;40;237,656;99;0;1;1;1;0;1;73;171;25;8;04/05/2023
696;10;5;4;3;179;22;17;40;237,656;99;0;2;2;0;1;0;63;170;22;8;04/05/2023
697;6;5;4;3;225;26;9;28;237,656;99;0;1;1;0;0;2;69;169;24;3;04/05/2023
698;10;5;5;3;330;16;4;28;237,656;99;0;2;0;0;0;0;84;182;25;8;05/05/2023
699;23;5;5;3;235;16;8;32;237,656;99;0;3;0;0;0;0;75;178;25;2;05/05/2023
700;28;5;5;3;291;31;12;40;237,656;99;0;1;1;1;0;1;73;171;25;2;05/05/2023
701;27;5;6;3;179;26;9;30;237,656;99;0;3;0;0;0;0;56;171;19;2;06/05/2023
702;7;5;2;3;361;52;3;28;237,656;99;0;1;1;1;0;4;80;172;27;8;02/05/2023
703;23;5;4;3;155;12;14;34;237,656;99;0;1;2;1;0;0;95;196;25;2;04/05/2023
704;25;5;6;3;179;22;17;40;237,656;99;0;2;2;0;1;0;63;170;22;8;06/05/2023
705;10;5;6;3;155;12;14;34;237,656;99;0;1;2;1;0;0;95;196;25;8;06/05/2023
706;11;5;2;3;225;26;9;28;237,656;99;0;1;1;0;0;2;69;169;24;1;02/05/2023
707;7;6;4;3;118;15;24;46;275,089;96;0;1;2;1;1;0;75;175;25;8;04/06/2023
708;27;6;4;3;179;26;9;30;275,089;96;0;3;0;0;0;0;56;171;19;3;04/06/2023
709;26;6;6;3;118;10;10;37;275,089;96;0;1;0;0;0;0;83;172;28;8;06/06/2023
710;10;6;4;3;118;10;10;37;275,089;96;0;1;0;0;0;0;83;172;28;8;04/06/2023
711;22;6;5;3;378;49;11;36;275,089;96;0;1;2;0;1;4;65;174;21;8;05/06/2023
712;19;6;5;3;118;13;18;50;275,089;96;0;1;1;1;0;0;98;178;31;24;05/06/2023
713;19;6;6;3;233;51;1;31;275,089;96;0;2;1;1;0;8;68;178;21;8;06/06/2023
714;27;6;6;3;179;26;9;30;275,089;96;0;3;0;0;0;0;56;171;19;2;06/06/2023
715;0;6;2;3;235;29;12;48;275,089;96;1;1;1;0;1;5;88;163;33;0;02/06/2023
716;0;6;2;3;268;11;8;33;275,089;96;1;2;0;0;0;0;79;178;25;0;02/06/2023
717;19;6;5;3;118;13;18;50;275,089;96;0;1;1;1;0;0;98;178;31;3;05/06/2023
718;13;6;5;3;179;26;9;30;275,089;96;0;3;0;0;0;0;56;171;19;2;05/06/2023
719;28;6;5;3;291;31;12;40;275,089;96;0;1;1;1;0;1;73;171;25;2;05/06/2023
720;13;6;2;1;179;26;9;30;275,089;96;0;3;0;0;0;0;56;171;19;3;02/06/2023
721;25;6;2;1;118;10;10;37;275,089;96;0;1;0;0;0;0;83;172;28;3;02/06/2023
722;22;6;5;1;233;51;1;31;275,089;96;0;2;1;1;0;8;68;178;21;8;05/06/2023
723;8;6;6;1;118;10;10;37;275,089;96;0;1;0;0;0;0;83;172;28;2;06/06/2023
724;10;6;4;1;118;10;10;37;275,089;96;0;1;0;0;0;0;83;172;28;3;04/06/2023
725;22;6;4;1;233;51;1;31;275,089;96;0;2;1;1;0;8;68;178;21;3;04/06/2023
726;26;7;4;1;235;20;13;43;264,604;93;0;1;1;1;0;0;106;167;38;4;04/07/2023
727;19;7;6;1;233;51;1;31;264,604;93;0;2;1;1;0;8;68;178;21;2;06/07/2023
728;6;7;2;1;228;14;16;58;264,604;93;0;1;2;0;0;1;65;172;22;8;02/07/2023
729;28;7;2;1;118;10;10;37;264,604;93;0;1;0;0;0;0;83;172;28;4;02/07/2023
730;6;7;3;1;228;14;16;58;264,604;93;0;1;2;0;0;1;65;172;22;120;03/07/2023
731;22;7;3;1;189;29;13;33;264,604;93;0;1;2;0;0;2;69;167;25;16;03/07/2023
732;23;7;4;1;118;10;10;37;264,604;93;0;1;0;0;0;0;83;172;28;2;04/07/2023
733;22;7;4;1;361;52;3;28;264,604;93;0;1;1;1;0;4;80;172;27;8;04/07/2023
734;22;7;4;1;225;26;9;28;264,604;93;0;1;1;0;0;2;69;169;24;8;04/07/2023
735;13;7;2;1;369;17;12;31;264,604;93;0;1;3;1;0;0;70;169;25;80;02/07/2023
736;14;7;3;1;289;36;13;33;264,604;93;0;1;2;1;0;1;90;172;30;8;03/07/2023
737;11;7;3;1;235;11;14;37;264,604;93;0;3;1;0;0;1;88;172;29;4;03/07/2023
738;0;0;3;1;118;14;13;40;271,219;95;0;1;1;1;0;8;98;170;34;0;03/12/2022
739;0;0;4;2;231;35;14;39;271,219;95;0;1;2;1;0;2;100;170;35;0;04/12/2022
740;0;0;6;3;179;45;14;53;271,219;95;0;1;1;0;0;1;77;175;25;0;06/12/2022
